"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 02:00","2020","05","28","02:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 03:00","2020","05","28","03:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 04:00","2020","05","28","04:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 05:00","2020","05","28","05:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 06:00","2020","05","28","06:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 07:00","2020","05","28","07:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 08:00","2020","05","28","08:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 09:00","2020","05","28","09:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 10:00","2020","05","28","10:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 11:00","2020","05","28","11:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 12:00","2020","05","28","12:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 13:00","2020","05","28","13:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 14:00","2020","05","28","14:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 15:00","2020","05","28","15:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 16:00","2020","05","28","16:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 17:00","2020","05","28","17:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 18:00","2020","05","28","18:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 19:00","2020","05","28","19:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 20:00","2020","05","28","20:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 21:00","2020","05","28","21:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 22:00","2020","05","28","22:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-28 23:00","2020","05","28","23:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 00:00","2020","05","29","00:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 01:00","2020","05","29","01:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 02:00","2020","05","29","02:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 03:00","2020","05","29","03:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 04:00","2020","05","29","04:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 05:00","2020","05","29","05:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 06:00","2020","05","29","06:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 07:00","2020","05","29","07:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 08:00","2020","05","29","08:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 09:00","2020","05","29","09:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 10:00","2020","05","29","10:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 11:00","2020","05","29","11:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 12:00","2020","05","29","12:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 13:00","2020","05","29","13:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 14:00","2020","05","29","14:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 15:00","2020","05","29","15:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 16:00","2020","05","29","16:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 17:00","2020","05","29","17:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 18:00","2020","05","29","18:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 19:00","2020","05","29","19:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 20:00","2020","05","29","20:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 21:00","2020","05","29","21:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 22:00","2020","05","29","22:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-29 23:00","2020","05","29","23:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 00:00","2020","05","30","00:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 01:00","2020","05","30","01:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 02:00","2020","05","30","02:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 03:00","2020","05","30","03:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 04:00","2020","05","30","04:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 05:00","2020","05","30","05:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 06:00","2020","05","30","06:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 07:00","2020","05","30","07:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 08:00","2020","05","30","08:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 09:00","2020","05","30","09:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 10:00","2020","05","30","10:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 11:00","2020","05","30","11:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 12:00","2020","05","30","12:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 13:00","2020","05","30","13:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 14:00","2020","05","30","14:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 15:00","2020","05","30","15:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 16:00","2020","05","30","16:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 17:00","2020","05","30","17:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 18:00","2020","05","30","18:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 19:00","2020","05","30","19:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 20:00","2020","05","30","20:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 21:00","2020","05","30","21:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 22:00","2020","05","30","22:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-30 23:00","2020","05","30","23:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 00:00","2020","05","31","00:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 01:00","2020","05","31","01:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 02:00","2020","05","31","02:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 03:00","2020","05","31","03:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 04:00","2020","05","31","04:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 05:00","2020","05","31","05:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 06:00","2020","05","31","06:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 07:00","2020","05","31","07:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 08:00","2020","05","31","08:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 09:00","2020","05","31","09:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 10:00","2020","05","31","10:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 11:00","2020","05","31","11:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 12:00","2020","05","31","12:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 13:00","2020","05","31","13:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 14:00","2020","05","31","14:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 15:00","2020","05","31","15:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 16:00","2020","05","31","16:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 17:00","2020","05","31","17:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 18:00","2020","05","31","18:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 19:00","2020","05","31","19:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 20:00","2020","05","31","20:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 21:00","2020","05","31","21:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 22:00","2020","05","31","22:00"
"-79.37","43.86","TORONTO BUTTONVILLE A","6158409","2020-05-31 23:00","2020","05","31","23:00"
