"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.94","43.17","HAMILTON A","6153193","2020-01-01","2020","01","01","","1.4","","-5.1","","-1.9","","19.9","","0.0","","0.0","","0.0","T","0.0","T","2","","26","","45",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-02","2020","01","02","","5.2","","1.1","","3.2","","14.8","","0.0","","0.0","","0.0","","0.0","","1","","22","","45",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-03","2020","01","03","","6.9","","2.3","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","","","24","","32",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-04","2020","01","04","","2.2","","-1.3","","0.5","","17.5","","0.0","","0.6","","3.6","","4.2","","2","","30","","33",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-05","2020","01","05","","1.0","","-1.9","","-0.5","","18.5","","0.0","","0.0","","3.2","","3.2","","2","","28","","37",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-06","2020","01","06","","1.4","","-5.7","","-2.2","","20.2","","0.0","","0.0","","2.4","","2.8","","5","","24","","59",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-07","2020","01","07","","3.2","","-5.4","","-1.1","","19.1","","0.0","","0.0","","0.0","T","0.0","T","3","","26","","54",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-08","2020","01","08","","-0.7","","-10.1","","-5.4","","23.4","","0.0","","0.0","","1.4","","1.0","","4","","31","","61",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-09","2020","01","09","","5.0","","-12.6","","-3.8","","21.8","","0.0","","0.0","","0.0","T","0.0","T","3","","20","","52",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-10","2020","01","10","","7.2","","3.7","","5.5","","12.5","","0.0","","3.6","","0.0","","3.6","","0","T","22","","65",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-11","2020","01","11","","12.3","","1.7","","7.0","","11.0","","0.0","","41.2","","0.0","","41.2","","","","4","","63",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-12","2020","01","12","","1.7","","-4.8","","-1.6","","19.6","","0.0","","8.2","","0.0","T","8.2","","","","3","","68",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-13","2020","01","13","","2.4","","-3.2","","-0.4","","18.4","","0.0","","0.0","","0.8","","1.2","","1","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2020-01-14","2020","01","14","","3.1","","-4.3","","-0.6","","18.6","","0.0","","0.0","T","0.0","","0.0","T","","","27","","52",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-15","2020","01","15","","3.5","","0.3","","1.9","","16.1","","0.0","","0.2","","0.0","T","0.2","","","","26","","39",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-16","2020","01","16","","1.9","","-8.1","","-3.1","","21.1","","0.0","","0.2","","0.0","T","0.2","","","","26","","61",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-17","2020","01","17","","-7.7","","-12.5","","-10.1","","28.1","","0.0","","0.0","","0.0","","0.0","","","","32","","33",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-18","2020","01","18","","3.3","","-8.5","","-2.6","","20.6","","0.0","","1.0","","12.2","","13.6","","7","E","25","","68",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-19","2020","01","19","","-0.1","","-13.4","","-6.8","","24.8","","0.0","","0.0","","0.0","T","0.0","T","6","","25","","55",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-20","2020","01","20","","-5.6","","-16.9","","-11.3","","29.3","","0.0","","0.0","","0.0","","0.0","","6","","31","","32",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-21","2020","01","21","","-4.3","","-9.3","","-6.8","","24.8","","0.0","","0.0","","0.0","T","0.0","T","5","","24","","37",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-22","2020","01","22","","-0.5","","-8.4","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","5","","22","","39",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-23","2020","01","23","","2.6","","-5.7","","-1.6","","19.6","","0.0","","0.0","","0.0","","0.0","","5","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2020-01-24","2020","01","24","","2.7","","-0.2","","1.3","","16.7","","0.0","","19.6","","0.0","T","19.6","","3","","5","","52",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-25","2020","01","25","","3.3","","0.3","","1.8","","16.2","","0.0","","6.0","","0.0","","6.0","","1","","23","","41",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-26","2020","01","26","","2.6","","-0.1","","1.3","","16.7","","0.0","","0.2","","0.8","","1.0","","0","T","24","","45",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-27","2020","01","27","","1.0","","-0.5","","0.3","","17.7","","0.0","","0.0","","0.4","","0.4","","0","T","25","","35",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-28","2020","01","28","","1.5","","-2.4","","-0.5","","18.5","","0.0","","0.0","","0.0","T","0.0","T","0","T","29","","41",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-29","2020","01","29","","-0.8","","-7.5","","-4.2","","22.2","","0.0","","0.0","","0.0","","0.0","","0","T","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2020-01-30","2020","01","30","","-1.1","","-7.5","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","0","T","5","","35",""
"-79.94","43.17","HAMILTON A","6153193","2020-01-31","2020","01","31","","-0.2","","-4.1","","-2.2","","20.2","","0.0","","0.0","","0.0","T","0.0","T","0","T","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2020-02-01","2020","02","01","","0.6","","-2.6","","-1.0","","19.0","","0.0","","0.0","","1.0","","1.0","","0","T","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2020-02-02","2020","02","02","","1.6","","-1.2","","0.2","","17.8","","0.0","","0.4","","5.0","","5.4","","1","","20","","32",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-03","2020","02","03","","6.1","","-0.1","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","3","","27","","33",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-04","2020","02","04","","1.9","","-4.1","","-1.1","","19.1","","0.0","","0.0","","0.0","","0.0","","0","T","33","","46",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-05","2020","02","05","","-3.5","","-7.7","","-5.6","","23.6","","0.0","","0.0","","1.8","","1.8","","0","T","35","","45",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-06","2020","02","06","","-2.9","","-5.5","","-4.2","","22.2","","0.0","","0.0","","7.8","","8.4","","3","","6","","52",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-07","2020","02","07","","-2.8","","-11.3","","-7.1","","25.1","","0.0","","0.0","","2.6","","1.6","","7","","2","","41",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-08","2020","02","08","","-7.8","","-12.7","","-10.3","","28.3","","0.0","","0.0","","0.0","","0.0","","7","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2020-02-09","2020","02","09","","1.0","","-11.8","","-5.4","","23.4","","0.0","","0.0","","2.6","","2.6","","7","","21","","37",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-10","2020","02","10","","3.1","","-0.4","","1.4","","16.6","","0.0","","0.0","","2.2","","2.4","","5","","20","","39",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-11","2020","02","11","","1.3","","-3.8","","-1.3","","19.3","","0.0","","0.0","","0.0","T","0.0","T","3","","27","","52",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-12","2020","02","12","","","M","","M","","M","","M","","M","0.0","","0.4","","0.4","","1","","24","","41",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-13","2020","02","13","","0.4","","-13.3","","-6.5","","24.5","","0.0","","0.0","","1.6","","1.6","","2","","30","","45",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-14","2020","02","14","","-9.3","","-19.1","","-14.2","","32.2","","0.0","","0.0","","0.0","","0.0","","2","","","M","","M"
"-79.94","43.17","HAMILTON A","6153193","2020-02-15","2020","02","15","","0.5","","-10.6","","-5.1","","23.1","","0.0","","0.0","","0.2","","0.2","","2","","23","","68",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-16","2020","02","16","","2.2","","-5.2","","-1.5","","19.5","","0.0","","0.0","","0.0","T","0.0","T","2","","26","","41",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-17","2020","02","17","","","M","","M","","M","","M","","M","0.0","","0.0","T","0.0","T","1","E","5","","39",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-18","2020","02","18","","","M","","M","","M","","M","","M","0.0","","7.6","","7.6","","7","","23","","55",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-19","2020","02","19","","","M","","M","","M","","M","","M","0.0","","0.0","T","0.0","T","1","","28","","42",""
"-79.94","43.17","HAMILTON A","6153193","2020-02-20","2020","02","20","","-2.4","","-11.5","","-7.0","","25.0","","0.0","","0.0","","0.0","T","0.0","T","0","T","30","","33",""
